question_id,db_id,question
5440,shop_membership,"Find the name of branches where have some members whose hometown is in Louisville, Kentucky and some in Hiram, Georgia."
5441,shop_membership,"What are the names of the branches that have some members with a hometown in Louisville, Kentucky and also those from Hiram, Goergia?"
5442,shop_membership,"list the card number of all members whose hometown address includes word ""Kentucky""."
5443,shop_membership,What are the card numbers of members from Kentucky?
5444,voter_2,Find the number of students in total.
5445,voter_2,How many students are there in total?
5446,voter_2,Find the number of voting records in total.
5447,voter_2,How many voting records do we have?
5448,voter_2,Find the distinct number of president votes.
5449,voter_2,How many distinct president votes are recorded?
5450,voter_2,Find the maximum age of all the students.
5451,voter_2,What is the oldest age among the students?
5452,voter_2,Find the last names of students with major 50.
5453,voter_2,What are the last names of students studying major 50?
5454,voter_2,Find the first names of students with age above 22.
5455,voter_2,What are the first names of all the students aged above 22?
5456,voter_2,What are the majors of male (sex is M) students?
5457,voter_2,List the major of each male student.
5458,voter_2,What is the average age of female (sex is F) students?
5459,voter_2,Find the average age of female students.
5460,voter_2,What are the maximum and minimum age of students with major 600?
5461,voter_2,Tell me the ages of the oldest and youngest students studying major 600.
5462,voter_2,"Who are the advisors for students that live in a city with city code ""BAL""?"
5463,voter_2,"Show the advisors of the students whose city of residence has city code ""BAL""."
5464,voter_2,What are the distinct secretary votes in the fall election cycle?
5465,voter_2,Return all the distinct secretary votes made in the fall election cycle.
5466,voter_2,What are the distinct president votes on 08/30/2015?
5467,voter_2,Show all the distinct president votes made on 08/30/2015.
5468,voter_2,Report the distinct registration date and the election cycle.
5469,voter_2,What are the distinct registration dates and the election cycles?
5470,voter_2,Report the distinct president vote and the vice president vote.
5471,voter_2,List all the distinct president votes and the vice president votes.
5472,voter_2,Find the distinct last names of the students who have class president votes.
5473,voter_2,What are the distinct last names of the students who have class president votes?
5474,voter_2,Find the distinct first names of the students who have class senator votes.
5475,voter_2,What are the distinct first names of the students who have class president votes?
5476,voter_2,Find the distinct ages of students who have secretary votes in the fall election cycle.
5477,voter_2,What are the distinct ages of students who have secretary votes in the fall election cycle?
5478,voter_2,Find the distinct Advisor of students who have treasurer votes in the spring election cycle.
5479,voter_2,Who served as an advisor for students who have treasurer votes in the spring election cycle?
5480,voter_2,Find the distinct majors of students who have treasurer votes.
5481,voter_2,What are the distinct majors that students with treasurer votes are studying?
5482,voter_2,Find the first and last names of all the female (sex is F) students who have president votes.
5483,voter_2,What are the first and last names of all the female students who have president votes?
5484,voter_2,Find the first and last name of all the students of age 18 who have vice president votes.
5485,voter_2,What are the first names and last names of the students who are 18 years old and have vice president votes.
5486,voter_2,How many male (sex is M) students have class senator votes in the fall election cycle?
5487,voter_2,Count the number of male students who had class senator votes in the fall election cycle.
5488,voter_2,Find the number of students whose city code is NYC and who have class senator votes in the spring election cycle.
5489,voter_2,"Which students live in the city with code ""NYC"" and have class senator votes in the spring election cycle? Count the numbers."
5490,voter_2,"Find the average age of students who live in the city with code ""NYC"" and have secretary votes in the spring election cycle."
5491,voter_2,"What is the average age of students who have city code ""NYC"" and have secretary votes for the spring election cycle?"
5492,voter_2,Find the average age of female (sex is F) students who have secretary votes in the spring election cycle.
5493,voter_2,What is the average age of the female students with secretary votes in the spring election cycle?
5494,voter_2,Find the distinct first names of all the students who have vice president votes and whose city code is not PIT.
5495,voter_2,What are the distinct first names of the students who have vice president votes and reside in a city whose city code is not PIT?
5496,voter_2,Find the distinct last names of all the students who have president votes and whose advisor is not 2192.
5497,voter_2,What are the distinct last names of the students who have president votes but do not have 2192 as the advisor?
5498,voter_2,Find the distinct last names of all the students who have president votes and whose advisor is 8741.
5499,voter_2,What are the distinct last names of the students who have president votes and have 8741 as the advisor?
5500,voter_2,"For each advisor, report the total number of students advised by him or her."
5501,voter_2,How many students does each advisor have?
5502,voter_2,Report all advisors that advise more than 2 students.
5503,voter_2,Which advisors have more than two students?
5504,voter_2,Report all majors that have less than 3 students.
5505,voter_2,What are the majors only less than three students are studying?
5506,voter_2,"For each election cycle, report the number of voting records."
5507,voter_2,Count the number of voting records for each election cycle.
5508,voter_2,Which major has the most students?
5509,voter_2,Find the major that is studied by the largest number of students.
5510,voter_2,What is the most common major among female (sex is F) students?
5511,voter_2,Find the major that is studied by the most female students.
5512,voter_2,What is the city_code of the city that the most students live in?
5513,voter_2,Return the code of the city that has the most students.
5514,voter_2,Report the distinct advisors who have more than 2 students.
5515,voter_2,Which advisors are advising more than 2 students?
5516,products_gen_characteristics,How many products are there?
5517,products_gen_characteristics,Count the number of products.
5518,products_gen_characteristics,How many colors are there?
5519,products_gen_characteristics,Count the number of colors.
5520,products_gen_characteristics,How many characteristics are there?
5521,products_gen_characteristics,Count the number of characteristics.
5522,products_gen_characteristics,What are the names and buying prices of all the products?
5523,products_gen_characteristics,Return the names and typical buying prices for all products.
5524,products_gen_characteristics,List the description of all the colors.
5525,products_gen_characteristics,What are the descriptions for each color?
5526,products_gen_characteristics,Find the names of all the product characteristics.
5527,products_gen_characteristics,What are the different names of the product characteristics?
5528,products_gen_characteristics,"What are the names of products with category ""Spices""?"
5529,products_gen_characteristics,Return the names of products in the category 'Spices'.
5530,products_gen_characteristics,"List the names, color descriptions and product descriptions of products with category ""Herbs""."
5531,products_gen_characteristics,"What are the names, color descriptions, and product descriptions for products in the 'Herbs' category?"
5532,products_gen_characteristics,"How many products are there under the category ""Seeds""?"
5533,products_gen_characteristics,Count the number of products in the category 'Seeds'.
5534,products_gen_characteristics,"Find the number of products with category ""Spices"" and typically sold above 1000."
5535,products_gen_characteristics,How many products are in the 'Spices' category and have a typical price of over 1000?
5536,products_gen_characteristics,"What is the category and typical buying price  of the product with name ""cumin""?"
5537,products_gen_characteristics,Return the category code and typical price of 'cumin'.
5538,products_gen_characteristics,"Which category does the product named ""flax"" belong to?"
5539,products_gen_characteristics,What is the code of the category that the product with the name 'flax' belongs to?
5540,products_gen_characteristics,What is the name of the product with the color description 'yellow'?
5541,products_gen_characteristics,Give the name of the products that have a color description 'yellow'.
5542,products_gen_characteristics,Find the category descriptions of the products whose descriptions include letter 't'.
5543,products_gen_characteristics,What are the descriptions of the categories that products with product descriptions that contain the letter t are in?
5544,products_gen_characteristics,"What is the color description of the product with name ""catnip""?"
5545,products_gen_characteristics,Give the color description for the product 'catnip'.
5546,products_gen_characteristics,"What is the color code and description of the product named ""chervil""?"
5547,products_gen_characteristics,Return the color code and description for the product with the name 'chervil'.
5548,products_gen_characteristics,Find the id and color description of the products with at least 2 characteristics.
5549,products_gen_characteristics,What are the product ids and color descriptions for products with two or more characteristics?
5550,products_gen_characteristics,"List all the product names with the color description ""white""."
5551,products_gen_characteristics,What are the names of products with 'white' as their color description?
5552,products_gen_characteristics,"What are the name and typical buying and selling prices of the products that have color described as ""yellow""?"
5553,products_gen_characteristics,Return the names and typical buying and selling prices for products that have 'yellow' as their color description.
5554,products_gen_characteristics,"How many characteristics does the product named ""sesame"" have?"
5555,products_gen_characteristics,Count the number of characteristics the product 'sesame' has.
5556,products_gen_characteristics,"How many distinct characteristic names does the product ""cumin"" have?"
5557,products_gen_characteristics,Count the number of different characteristic names the product 'cumin' has.
5558,products_gen_characteristics,"What are all the characteristic names of product ""sesame""?"
5559,products_gen_characteristics,Return the characteristic names of the 'sesame' product.
5560,products_gen_characteristics,"List all the characteristic names and data types of product ""cumin""."
5561,products_gen_characteristics,What are the names and data types of the characteristics of the 'cumin' product?
5562,products_gen_characteristics,"List all characteristics of product named ""sesame"" with type code ""Grade""."
5563,products_gen_characteristics,What are the names of the characteristics of the product 'sesame' that have the characteristic type code 'Grade'?
5564,products_gen_characteristics,"How many characteristics does the product named ""laurel"" have?"
5565,products_gen_characteristics,Count the number of characteristics of the product named 'laurel'.
5566,products_gen_characteristics,"Find the number of characteristics that the product ""flax"" has."
5567,products_gen_characteristics,Count the number of characteristics of the 'flax' product.
5568,products_gen_characteristics,"Find the name of the products that have the color description ""red"" and have the characteristic name ""fast""."
5569,products_gen_characteristics,What are the names of the products that have a color description of 'red' and the 'fast' characteristic?
5570,products_gen_characteristics,"How many products have the characteristic named ""hot""?"
5571,products_gen_characteristics,Count the number of products with the 'hot' charactersitic.
5572,products_gen_characteristics,List the all the distinct names of the products with the characteristic name 'warm'.
5573,products_gen_characteristics,What are the different product names for products that have the 'warm' characteristic:?
5574,products_gen_characteristics,"Find the number of the products that have their color described as ""red"" and have a characteristic named ""slow""."
5575,products_gen_characteristics,How many products have the color description 'red' and the characteristic name 'slow'?
5576,products_gen_characteristics,"Count the products that have the color description ""white"" or have the characteristic name ""hot""."
5577,products_gen_characteristics,How many products have their color described as 'white' or have a characteristic with the name 'hot'?
5578,products_gen_characteristics,"What is the unit of measuerment of the product category code ""Herbs""?"
5579,products_gen_characteristics,Return the unit of measure for 'Herb' products.
5580,products_gen_characteristics,"Find the product category description of the product category with code ""Spices""."
5581,products_gen_characteristics,What is the description of the product category with the code 'Spices'?
5582,products_gen_characteristics,"What is the product category description and unit of measurement of category ""Herbs""?"
5583,products_gen_characteristics,Return the description and unit of measurement for products in the 'Herbs' category.
5584,products_gen_characteristics,"What is the unit of measurement of product named ""cumin""?"
5585,products_gen_characteristics,Give the unit of measure for the product with the name 'cumin'.
5586,products_gen_characteristics,"Find the unit of measurement and product category code of product named ""chervil""."
5587,products_gen_characteristics,What are the unit of measure and category code for the 'chervil' product?
5588,products_gen_characteristics,"Find the product names that are colored 'white' but do not have unit of measurement ""Handful""."
5589,products_gen_characteristics,What are the names of products that are not 'white' in color and are not measured by the unit 'Handful'?
5590,products_gen_characteristics,What is the description of the color for most products?
5591,products_gen_characteristics,Return the color description that is most common across all products.
5592,products_gen_characteristics,What is the description of the color used by least products?
5593,products_gen_characteristics,Give the color description that is least common across products.
5594,products_gen_characteristics,What is the characteristic name used by most number of the products?
5595,products_gen_characteristics,Return the name of the characteristic that is most common across all products.
5596,products_gen_characteristics,"What are the names, details and data types of the characteristics which are never used by any product?"
5597,products_gen_characteristics,"Give the names, details, and data types of characteristics that are not found in any product."
5598,products_gen_characteristics,What are characteristic names used at least twice across all products?
5599,products_gen_characteristics,Give the names of characteristics that are in two or more products?
5600,products_gen_characteristics,How many colors are never used by any product?
5601,products_gen_characteristics,Count the number of colors that are not used in any products.
5602,swimming,How many events are there?
5603,swimming,List all the event names by year from the most recent to the oldest.
5604,swimming,What is the name of the event that happened in the most recent year?
5605,swimming,How many stadiums are there?
5606,swimming,Find the name of the stadium that has the maximum capacity.
5607,swimming,Find the names of stadiums whose capacity is smaller than the average capacity.
5608,swimming,Find the country that has the most stadiums.
5609,swimming,Which country has at most 3 stadiums listed?
5610,swimming,Which country has both stadiums with capacity greater than 60000 and stadiums with capacity less than 50000?
5611,swimming,How many cities have a stadium that was opened before the year of 2006?
5612,swimming,How many stadiums does each country have?
5613,swimming,Which countries do not have a stadium that was opened after 2006?
5614,swimming,"How many stadiums are not in country ""Russia""?"
5615,swimming,"Find the names of all swimmers, sorted by their 100 meter scores in ascending order."
5616,swimming,How many different countries are all the swimmers from?
5617,swimming,List countries that have more than one swimmer.
5618,swimming,"Find all 200 meter and 300 meter results of swimmers with nationality ""Australia""."
5619,swimming,"Find the names of swimmers who has a result of ""win""."
5620,swimming,What is the name of the stadium which held the most events?
5621,swimming,"Find the name and capacity of the stadium where the event named ""World Junior"" happened."
5622,swimming,Find the names of stadiums which have never had any event.
5623,swimming,Find the name of the swimmer who has the most records.
5624,swimming,Find the name of the swimmer who has at least 2 records.
5625,swimming,"Find the name and nationality of the swimmer who has won (i.e., has a result of ""win"") more than 1 time."
5626,swimming,Find the names of the swimmers who have no record.
5627,swimming,"Find the names of the swimmers who have both ""win"" and ""loss"" results in the record."
5628,swimming,Find the names of stadiums that some Australian swimmers have been to.
5629,swimming,Find the names of stadiums that the most swimmers have been to.
5630,swimming,Find all details for each swimmer.
5631,swimming,What is the average capacity of the stadiums that were opened in year 2005?
5632,railway,How many railways are there?
5633,railway,List the builders of railways in ascending alphabetical order.
5634,railway,List the wheels and locations of the railways.
5635,railway,"What is the maximum level of managers in countries that are not ""Australia""?"
5636,railway,What is the average age for all managers?
5637,railway,What are the names of managers in ascending order of level?
5638,railway,What are the names and arrival times of trains?
5639,railway,What is the name of the oldest manager?
5640,railway,Show the names of trains and locations of railways they are in.
5641,railway,"Show the builder of railways associated with the trains named ""Andaman Exp""."
5642,railway,Show id and location of railways that are associated with more than one train.
5643,railway,Show the id and builder of the railway that are associated with the most trains.
5644,railway,"Show different builders of railways, along with the corresponding number of railways using each builder."
5645,railway,Show the most common builder of railways.
5646,railway,Show different locations of railways along with the corresponding number of railways at each location.
5647,railway,Show the locations that have more than one railways.
5648,railway,List the object number of railways that do not have any trains.
5649,railway,Show the countries that have both managers of age above 50 and managers of age below 46.
5650,railway,Show the distinct countries of managers.
5651,railway,Show the working years of managers in descending order of their level.
5652,railway,Show the countries that have managers of age above 50 or below 46.
5653,customers_and_products_contacts,How many addresses are there in country USA?
5654,customers_and_products_contacts,Show all distinct cities in the address record.
5655,customers_and_products_contacts,Show each state and the number of addresses in each state.
5656,customers_and_products_contacts,Show names and phones of customers who do not have address information.
5657,customers_and_products_contacts,Show the name of the customer who has the most orders.
5658,customers_and_products_contacts,Show the product type codes which have at least two products.
5659,customers_and_products_contacts,Show the names of customers who have both an order in completed status and an order in part status.
5660,customers_and_products_contacts,"Show the name, phone, and payment method code for all customers in descending order of customer number."
5661,customers_and_products_contacts,Show the product name and total order quantity for each product.
5662,customers_and_products_contacts,"Show the minimum, maximum, average price for all products."
5663,customers_and_products_contacts,How many products have a price higher than the average?
5664,customers_and_products_contacts,"Show the customer name, customer address city, date from, and date to for each customer address history."
5665,customers_and_products_contacts,Show the names of customers who use Credit Card payment method and have more than 2 orders.
5666,customers_and_products_contacts,What are the name and phone of the customer with the most ordered product quantity?
5667,customers_and_products_contacts,Show the product type and name for the products with price higher than 1000 or lower than 500.
5668,dorm_1,Find the name of dorms only for female (F gender).
5669,dorm_1,What are the names of the all-female dorms?
5670,dorm_1,Find the name of dorms that can accommodate more than 300 students.
5671,dorm_1,What are the names of all the dorms that can accomdate more than 300 students?
5672,dorm_1,How many female students (sex is F) whose age is below 25?
5673,dorm_1,How many girl students who are younger than 25?
5674,dorm_1,Find the first name of students who is older than 20.
5675,dorm_1,What are the first names of all students who are older than 20?
5676,dorm_1,Find the first name of students living in city PHL whose age is between 20 and 25.
5677,dorm_1,What is the first name of the students who are in age 20 to 25 and living in PHL city?
5678,dorm_1,How many dorms are there?
5679,dorm_1,How many dorms are in the database?
5680,dorm_1,Find the number of distinct amenities.
5681,dorm_1,How many diffrent dorm amenities are there?
5682,dorm_1,Find the total capacity of all dorms.
5683,dorm_1,What is the total student capacity of all dorms?
5684,dorm_1,How many students are there?
5685,dorm_1,How many students exist?
5686,dorm_1,Find the average age of all students living in the each city.
5687,dorm_1,What is the average age for each city and what are those cities?
5688,dorm_1,Find the average and total capacity of dorms for the students with gender X.
5689,dorm_1,What is the average and total capacity for all dorms who are of gender X?
5690,dorm_1,Find the number of dorms that have some amenity.
5691,dorm_1,How many dorms have amenities?
5692,dorm_1,Find the name of dorms that do not have any amenity
5693,dorm_1,What are the names of all the dorms that don't have any amenities?
5694,dorm_1,Find the number of distinct gender for dorms.
5695,dorm_1,How many different genders are there in the dorms?
5696,dorm_1,Find the capacity and gender type of the dorm whose name has substring ‘Donor’.
5697,dorm_1,What is the student capacity and type of gender for the dorm whose name as the phrase Donor in it?
5698,dorm_1,Find the name and gender type of the dorms whose capacity is greater than 300 or less than 100.
5699,dorm_1,What are the names and types of the dorms that have a capacity greater than 300 or less than 100?
5700,dorm_1,Find the numbers of different majors and cities.
5701,dorm_1,How many different majors are there and how many different city codes are there for each student?
5702,dorm_1,Find the name of dorms which have both TV Lounge and Study Room as amenities.
5703,dorm_1,What is the name of the dorm with both a TV Lounge and Study Room listed as amenities?
5704,dorm_1,Find the name of dorms which have TV Lounge but no Study Room as amenity.
5705,dorm_1,What is the name of each dorm that has a TV Lounge but no study rooms?
5706,dorm_1,Find the last name of students who is either female (sex is F) and living in the city of code BAL or male (sex is M) and in age of below 20.
5707,dorm_1,What is the last name of every student who is either female or living in a city with the code BAL or male and under 20?
5708,dorm_1,Find the name of the dorm with the largest capacity.
5709,dorm_1,What are the names of the dorm with the largest capacity?
5710,dorm_1,List in alphabetic order all different amenities.
5711,dorm_1,What are the different dorm amenity names in alphabetical order?
5712,dorm_1,Find the code of city where most of students are living in.
5713,dorm_1,What is the code of the city with the most students?
5714,dorm_1,Find the first and last name of students whose age is younger than the average age.
5715,dorm_1,What is the first and last name of all students who are younger than average?
5716,dorm_1,"List the first and last name of students who are not living in the city with code HKG, and sorted the results by their ages."
5717,dorm_1,What are the first and last names of all students who are not living in the city HKG and order the results by age?
5718,dorm_1,"List name of all amenities which Anonymous Donor Hall has, and sort the results in alphabetic order."
5719,dorm_1,What are the amenities in alphabetical order that Anonymous Donor Hall has?
5720,dorm_1,Find the number of dorms and total capacity for each gender.
5721,dorm_1,How many dorms are there and what is the total capacity for each gender?
5722,dorm_1,Find the average and oldest age for students with different sex.
5723,dorm_1,What is the average and oldest age for each gender of student?
5724,dorm_1,Find the number of students in each major.
5725,dorm_1,How many students are there in each major?
5726,dorm_1,Find the number and average age of students living in each city.
5727,dorm_1,How many students live in each city and what are their average ages?
5728,dorm_1,Find the average age and number of male students (with sex M) from each city.
5729,dorm_1,What is the average age and how many male students are there in each city?
5730,dorm_1,Find the number of students for the cities where have more than one student.
5731,dorm_1,"How many students are from each city, and which cities have more than one cities?"
5732,dorm_1,Find the first and last name of students who are not in the largest major.
5733,dorm_1,What is the first and last name of the students who are not in the largest major?
5734,dorm_1,Find the number of students whose age is older than the average age for each gender.
5735,dorm_1,How many students are older than average for each gender?
5736,dorm_1,Find the average age of students living in each dorm and the name of dorm.
5737,dorm_1,What is the average age for each dorm and what are the names of each dorm?
5738,dorm_1,Find the number of amenities for each of the dorms that can accommodate more than 100 students.
5739,dorm_1,"For each dorm, how many amenities does it have?"
5740,dorm_1,Find the number of students who is older than 20 in each dorm.
5741,dorm_1,How many students are older than 20 in each dorm?
5742,dorm_1,Find the first name of students who are living in the Smith Hall.
5743,dorm_1,What are the first names of all students in Smith Hall?
5744,dorm_1,Find the average age of students who are living in the dorm with the largest capacity.
5745,dorm_1,What is the average age of students who are living in the dorm with the largest capacity?
5746,dorm_1,Find the total number of students living in the male dorm (with gender M).
5747,dorm_1,What are the total number of students who are living in a male dorm?
5748,dorm_1,Find the number of female students (with F sex) living in Smith Hall
5749,dorm_1,How many female students live in Smith Hall?
5750,dorm_1,Find the name of amenities Smith Hall dorm have.
5751,dorm_1,What are the names of the amenities that Smith Hall has?
5752,dorm_1,Find the name of amenities Smith Hall dorm have. ordered the results by amenity names.
5753,dorm_1,What amenities does Smith Hall have in alphabetical order?
5754,dorm_1,Find the name of amenity that is most common in all dorms.
5755,dorm_1,What is the most common amenity in the dorms?
5756,dorm_1,Find the first name of students who are living in the dorm that has most number of amenities.
5757,dorm_1,What are the first names of all students who live in the dorm with the most amenities?
5758,dorm_1,Find the name and capacity of the dorm with least number of amenities.
5759,dorm_1,What is the name and capacity of the dorm with the fewest amount of amenities?
5760,dorm_1,Find the name of dorms that do not have amenity TV Lounge.
5761,dorm_1,What are the names of the dorm that does not have a TV Lounge?
5762,dorm_1,Find the first and last name of students who are living in the dorms that have amenity TV Lounge.
5763,dorm_1,What are the first and last names of all students who are living in a dorm with a TV Lounge?
5764,dorm_1,Find the first name and age of students who are living in the dorms that do not have amenity TV Lounge.
5765,dorm_1,What is the first name and age of every student who lives in a dorm with a TV Lounge?
5766,dorm_1,Find the name of amenities of the dorm where the student with last name Smith is living in.
5767,dorm_1,What are the amenities in the dorm that a student who has the last name of Smith lives in?
5768,customer_complaints,How many customers are there?
5769,customer_complaints,Count the number of customers.
5770,customer_complaints,"Find the emails and phone numbers of all the customers, ordered by email address and phone number."
5771,customer_complaints,"What are the emails and phone numbers of all customers, sorted by email address and phone number?"
5772,customer_complaints,"Which city has the least number of customers whose type code is ""Good Credit Rating""?"
5773,customer_complaints,"Return the city with the customer type code ""Good Credit Rating"" that had the fewest customers."
5774,customer_complaints,List the name of all products along with the number of complaints that they have received.
5775,customer_complaints,"What are all the different product names, and how many complains has each received?"
5776,customer_complaints,Find the emails of customers who has filed a complaints of the product with the most complaints.
5777,customer_complaints,What are the emails of customers who have filed complaints on the product which has had the greatest number of complaints?
5778,customer_complaints,Which products has been complained by the customer who has filed least amount of complaints?
5779,customer_complaints,Return the names of products that have had complaints filed by the customer who has filed the fewest complaints.
5780,customer_complaints,What is the phone number of the customer who has filed the most recent complaint?
5781,customer_complaints,Return the phone number of the customer who filed the complaint that was raised most recently.
5782,customer_complaints,Find the email and phone number of the customers who have never filed a complaint before.
5783,customer_complaints,What are the emails and phone numbers of custoemrs who have never filed a complaint?
5784,customer_complaints,Find the phone number of all the customers and staff.
5785,customer_complaints,What are the phone numbers of all customers and all staff members?
5786,customer_complaints,"What is the description of the product named ""Chocolate""?"
5787,customer_complaints,"Return the description of the product called ""Chocolate""."
5788,customer_complaints,Find the name and category of the most expensive product.
5789,customer_complaints,What is the name and category code of the product with the highest price?
5790,customer_complaints,Find the prices of products which has never received a single complaint.
5791,customer_complaints,What are the prices of products that have never gotten a complaint?
5792,customer_complaints,What is the average price of the products for each category?
5793,customer_complaints,Return the average price of products that have each category code.
5794,customer_complaints,Find the last name of the staff member who processed the complaint of the cheapest product.
5795,customer_complaints,What is the last name of the staff member in charge of the complaint on the product with the lowest price?
5796,customer_complaints,Which complaint status has more than 3 records on file?
5797,customer_complaints,Return complaint status codes have more than 3 corresponding complaints?
5798,customer_complaints,"Find the last name of the staff whose email address contains ""wrau""."
5799,customer_complaints,"What are the last names of staff with email addressed containing the substring ""wrau""?"
5800,customer_complaints,How many customers are there in the customer type with the most customers?
5801,customer_complaints,Count the number of customers that have the customer type that is most common.
5802,customer_complaints,What is the last name of the staff who has handled the first ever complaint?
5803,customer_complaints,Return the last name of the staff member who handled the complaint with the earliest date raised.
5804,customer_complaints,How many distinct complaint type codes are there in the database?
5805,customer_complaints,Count the number of different complaint type codes.
5806,customer_complaints,"Find the address line 1 and 2 of the customer with email ""vbogisich@example.org""."
5807,customer_complaints,"What are lines 1 and 2 of the addressed of the customer with the email ""vbogisich@example.org""?"
5808,customer_complaints,Find the number of complaints with Product Failure type for each complaint status.
5809,customer_complaints,"Of complaints with the type code ""Product Failure"", how many had each different status code?"
5810,customer_complaints,What is first names of the top 5 staff who have handled the greatest number of complaints?
5811,customer_complaints,Return the first names of the 5 staff members who have handled the most complaints.
5812,customer_complaints,Which state has the most customers?
5813,customer_complaints,Give the state that has the most customers.
5814,workshop_paper,How many submissions are there?
5815,workshop_paper,Count the number of submissions.
5816,workshop_paper,List the authors of submissions in ascending order of scores.
5817,workshop_paper,Find the author for each submission and list them in ascending order of submission score.
5818,workshop_paper,What are the authors of submissions and their colleges?
5819,workshop_paper,"For each submission, show the author and their affiliated college."
5820,workshop_paper,"Show the names of authors from college ""Florida"" or ""Temple"""
5821,workshop_paper,"Which authors with submissions are from college ""Florida"" or ""Temple""?"
5822,workshop_paper,What is the average score of submissions?
5823,workshop_paper,Compute the average score of submissions.
5824,workshop_paper,What is the author of the submission with the highest score?
5825,workshop_paper,Find the author who achieved the highest score in a submission.
5826,workshop_paper,Show different colleges along with the number of authors of submission from each college.
5827,workshop_paper,"For each college, return the college name and the count of authors with submissions from that college."
5828,workshop_paper,Show the most common college of authors of submissions.
5829,workshop_paper,Which college has the most authors with submissions?
5830,workshop_paper,Show the colleges that have both authors with submission score larger than 90 and authors with submission score smaller than 80.
5831,workshop_paper,Which colleges have both authors with submission score above 90 and authors with submission score below 80?
5832,workshop_paper,Show the authors of submissions and the acceptance results of their submissions.
5833,workshop_paper,"For each submission, find its author and acceptance result."
5834,workshop_paper,Show the result of the submission with the highest score.
5835,workshop_paper,Which submission received the highest score in acceptance result. Show me the result.
5836,workshop_paper,Show each author and the number of workshops they submitted to.
5837,workshop_paper,How many workshops did each author submit to? Return the author name and the number of workshops.
5838,workshop_paper,Show the authors who have submissions to more than one workshop.
5839,workshop_paper,Which authors have submitted to more than one workshop?
5840,workshop_paper,Show the date and venue of each workshop in ascending alphabetical order of the venue.
5841,workshop_paper,Sort the each workshop in alphabetical order of the venue. Return the date and venue of each workshop.
5842,workshop_paper,List the authors who do not have submission to any workshop.
5843,workshop_paper,Which authors did not submit to any workshop?
5844,tracking_share_transactions,Find the number of investors in total.
5845,tracking_share_transactions,Show all investor details.
5846,tracking_share_transactions,Show all distinct lot details.
5847,tracking_share_transactions,Show the maximum amount of transaction.
5848,tracking_share_transactions,Show all date and share count of transactions.
5849,tracking_share_transactions,What is the total share of transactions?
5850,tracking_share_transactions,Show all transaction ids with transaction code 'PUR'.
5851,tracking_share_transactions,"Show all dates of transactions whose type code is ""SALE""."
5852,tracking_share_transactions,"Show the average amount of transactions with type code ""SALE""."
5853,tracking_share_transactions,"Show the description of transaction type with code ""PUR""."
5854,tracking_share_transactions,"Show the minimum amount of transactions whose type code is ""PUR"" and whose share count is bigger than 50."
5855,tracking_share_transactions,Show the maximum share count of transactions where the amount is smaller than 10000
5856,tracking_share_transactions,Show the dates of transactions if the share count is bigger than 100 or the amount is bigger than 1000.
5857,tracking_share_transactions,Show the transaction type descriptions and dates if the share count is smaller than 10.
5858,tracking_share_transactions,Show details of all investors if they make any transaction with share count greater than 100.
5859,tracking_share_transactions,How many distinct transaction types are used in the transactions?
5860,tracking_share_transactions,Return the lot details and investor ids.
5861,tracking_share_transactions,"Return the lot details of lots that belong to investors with details ""l""?"
5862,tracking_share_transactions,What are the purchase details of transactions with amount bigger than 10000?
5863,tracking_share_transactions,What are the sale details and dates of transactions with amount smaller than 3000?
5864,tracking_share_transactions,What are the lot details of lots associated with transactions with share count smaller than 50?
5865,tracking_share_transactions,"What are the lot details of lots associated with transactions whose share count is bigger than 100 and whose type code is ""PUR""?"
5866,tracking_share_transactions,Show the average transaction amount for different transaction types.
5867,tracking_share_transactions,Show the maximum and minimum share count of different transaction types.
5868,tracking_share_transactions,Show the average share count of transactions for different investors.
5869,tracking_share_transactions,"Show the average share count of transactions each each investor, ordered by average share count."
5870,tracking_share_transactions,Show the average amount of transactions for different investors.
5871,tracking_share_transactions,Show the average amount of transactions for different lots.
5872,tracking_share_transactions,"Show the average amount of transactions for different lots, ordered by average amount of transactions."
5873,tracking_share_transactions,"Show the number of transactions with transaction type code ""SALE"" for different investors if it is larger than 0."
5874,tracking_share_transactions,Show the number of transactions for different investors.
5875,tracking_share_transactions,Show the transaction type code that occurs the fewest times.
5876,tracking_share_transactions,Show the transaction type code that occurs the most frequently.
5877,tracking_share_transactions,Show the description of the transaction type that occurs most frequently.
5878,tracking_share_transactions,Show the id and details of the investor that has the largest number of transactions.
5879,tracking_share_transactions,Show the id and details for the investors who have the top 3 number of transactions.
5880,tracking_share_transactions,Show the ids of the investors who have at least two transactions.
5881,tracking_share_transactions,"Show the ids and details of the investors who have at least two transactions with type code ""SALE""."
5882,tracking_share_transactions,What are the dates of transactions with at least 100 share count or amount bigger than 100?
5883,tracking_share_transactions,What are the details of all sales and purchases?
5884,tracking_share_transactions,What are the details of the lots which are not used in any transactions?
5885,cre_Theme_park,How many available hotels are there in total?
5886,cre_Theme_park,Find the total number of available hotels.
5887,cre_Theme_park,What are the price ranges of hotels?
5888,cre_Theme_park,Tell me the price ranges for all the hotels.
5889,cre_Theme_park,Show all distinct location names.
5890,cre_Theme_park,What are the distinct location names?
5891,cre_Theme_park,Show the names and details of all the staff members.
5892,cre_Theme_park,What is the name and detail of each staff member?
5893,cre_Theme_park,Show details of all visitors.
5894,cre_Theme_park,What is the detail of each visitor?
